lemma	pos	totaal	Delft	Deux	Leuven	Luther	SV1657	woordvormen
aansteken	VRB	274	0	76	9	72	117	[aen-gesteecken 1]; [aen-staken 2]; [aenghesteken 19]; [aen-gesteken 13]; [aen-steeckt 2]; [Aensteken 1]; [aensteecken 4]; [aengesteecken 2]; [aensteeckt 5]; [aensteken. 1]; [aensteken 122]; [aenstack 1]; [aengestekene 2]; [aenghesteecken 2]; [aenstaken 1]; [aengesteken 51]; [aen-steken 45]
aanstellen	VRB	88	0	0	1	11	76	[aenstelt 19]; [aen-stelde 1]; [aenstelden 1]; [aen-stellen 1]; [aenghestelt 2]; [aenstellet. 1]; [aen-gestelt 6]; [aen-stelden 1]; [aenstellen 22]; [aenstellende 3]; [aenghesteldt 1]; [aenstellen. 1]; [aengestelt 27]; [aenstelde 2]
aanstoot	NOU	86	2	7	1	8	68	[aenstoots 12]; [aanstoot 1]; [aenstooten 4]; [anstoet 1]; [aenstoot 56]; [Aenstooten 1]; [aen-stoot 5]; [aen-stoots 2]; [aenstoot. 1]; [aenstoote 1]; [aenstoten 2]
aanstoten	VRB	44	2	5	1	3	33	[aenstooten 11]; [aenstoet 1]; [aenstoot 21]; [aencsiehte 1]; [aen-stooten 2]; [aen-stoot 1]; [aenstieten 1]; [aenstootende 1]; [aenstiet 1]; [aengestooten 4]
aantal	NOU	30	12	7	9	0	2	[aantal 29]; [aentals 1]
aantasten	VRB	63	1	4	13	5	40	[aen-getast 2]; [aenghetast 4]; [aentast 4]; [aentasten 31]; [aengetast 16]; [aentastende 4]; [aentasten. 1]; [aen-tasten 1]
aantekenen	VRB	63	0	4	0	0	59	[aenteeckent 1]; [aenteeckenen 6]; [aengheteeckent 3]; [aengeteeckent 52]; [aengeteyckent 1]
aantekening	NOU	612	0	0	0	0	612	[aenteeckeninge. 10]; [aenteekeninge 1]; [aenteeckeningen 11]; [aenteeckningh 1]; [aenteeckeningh 7]; [aentekeninge 1]; [aenteeckeninge 579]; [aenteckeninge 1]; [Aenteeckeningen 1]
aantijgen	NOU	224	0	3	0	0	221	[aenteeck 220]; [aenghetoghen 2]; [aenteeeck 1]; [aenghetogen 1]
aantijgen	VRB	14	1	7	1	4	1	[aenghetogen 1]; [aengetoghen 1]; [aenghetoghen 6]; [aen-getogen 4]; [aentijghende 1]; [aentijen 1]
aantikken	NEPER	11	0	6	0	0	5	[Antiq 5]; [antiq 1]; [Antiqu. 1]; [antiqu. 3]; [Antiqu 1]
aantreffen	VRB	13	0	3	1	2	7	[aentrefte 1]; [aentreffen 5]; [aentreft 1]; [aangetroffen 4]; [aen-getroffen 1]; [aen-treffen 1]
aantrekken	VRB	154	1	38	6	54	55	[aentrecken 69]; [aen-trock 2]; [aentrecke 1]; [aen-treckt 2]; [aenghetrocken 6]; [aentrock 7]; [aen-trecke 3]; [aengetrocken 7]; [aen-getrocken 6]; [aentreckende 1]; [aentreckt 12]; [aen-trecken 35]; [aentrocken 2]; [antrecken 1]
aanvaarden	VRB	23	1	0	12	2	8	[aenueerdende 1]; [Aenveert 3]; [aenvaert 3]; [aen-veerden 1]; [aenveert 5]; [aenveerdende 2]; [aenveerden 3]; [aenveerde 1]; [aenueerdt 1]; [aenueerden 3]
aanval	NOU	14	0	0	0	0	14	[aenval 11]; [aenvalle 1]; [aenvals 2]
aanvallen	VRB	42	1	2	1	2	36	[aenuallende 1]; [aen-gevallen 2]; [Aenvallen 1]; [aengheuallen 1]; [aenvalt 1]; [aenvielen 2]; [aenuallen 1]; [aenvallende 4]; [aengevallen 9]; [aenvallen 20]
aanvang	NOU	18	1	3	0	1	13	[aenuanc 1]; [aenvang 1]; [aanvang 1]; [aenvangh 13]; [Aenuanck 2]
aanvangen	VRB	46	2	0	0	1	43	[aengevangen 28]; [Aenvanght 1]; [aenuangen 1]; [aengevangen. 1]; [aenvanght 2]; [aenvangen 10]; [aenvangende 3]
aanvechting	NOU	83	0	23	0	38	22	[aenuechtinghe 13]; [aen-vechtingen 13]; [aenuechtingen 1]; [aenvechtingen 10]; [aenvechtinge 15]; [Aenuechtinge 1]; [aenuechtinghen 5]; [aenuechtighe 1]; [Aenvechtinge 1]; [aenuechtinge 2]; [aen-vechtinge 21]
aanvoeren	VRB	10	1	0	1	1	7	[aengevoert 5]; [aen-voeren 1]; [anwoerden 1]; [aenvoeren 1]; [anwoerde 1]; [aenvoerende 1]
aanvullen	VRB	10	4	6	0	0	0	[aangevuld 10]
aanwas	NOU	12	0	0	0	0	12	[aenwas 12]
aanwennen	VRB	16	0	2	0	0	14	[aengewent 4]; [aenwenden 8]; [aengewendt 4]
aanwijzen	NOU	40	0	3	0	21	16	[aenwijst 12]; [aen-ghewesen 1]; [Aenwijsende 1]; [aenwijsen 6]; [aen-wijst 5]; [aenwijsende 2]; [aen-gewesen 3]; [aenvvijsen 2]; [aen-wijsen 8]
aanwijzen	VRB	200	0	4	1	26	169	[aengewesen 115]; [aenwijst 13]; [aenvvijsende 1]; [aen-wysen 1]; [aangewezen 1]; [aen-ghewesen 2]; [aenwijsen 22]; [aen-wijst 7]; [aenwijsende 20]; [aenwijst. 2]; [aenghewesen 4]; [aen-gewesen 6]; [aenwees 2]; [aen-wijsen 2]; [aengewesen. 1]; [aen-wijsende 1]
aanwijzen	ADJ	11	0	2	0	4	5	[aengewesen 3]; [aenwijst 1]; [aenwijsen 1]; [aen-wijst 4]; [aenghewesen 1]; [aenwijse 1]
aanwijzing	NOU	37	0	9	1	7	20	[aenwijsinghen 4]; [aenwijsingen 2]; [aen-wijsinge 5]; [aenwijsinghe 2]; [aenvvysinghe 1]; [Aenwijsinghe 1]; [aenvvijsinge 1]; [aanwijzing 1]; [aenwijsinge 20]
aanzeggen	VRB	130	0	27	0	25	78	[aenseggende 5]; [aenseggen 37]; [aen-seggen 12]; [aengeseyt 47]; [aensegghen 14]; [aen-seyde 2]; [aen-segge 4]; [aenseyde 1]; [aensegge 3]; [aensegghe 1]; [aengeseght 4]
aanzetten	VRB	47	0	19	0	25	3	[aen-geseyt 25]; [aenseyt 1]; [aengheseydt 4]; [aengesett 1]; [aengheseyt 15]; [aengeseydt 1]
aanzicht	NEPER	11	4	0	7	0	0	[aensichten 1]; [aensicht 10]
aanzicht	NOU	1115	249	82	767	1	16	[Aensicht 1]; [aensichten 109]; [aensicht 1005]
aanzicht	VRB	27	15	0	11	0	1	[aensichten 5]; [aensicht 22]
aanzichten	NOU	17	16	0	0	0	1	[aensichte. 14]; [aensichtes 3]
aanzichten	VRB	31	5	17	0	5	4	[aengesichte. 2]; [aen-gesicht 1]; [aensichtes 1]; [aensichte. 4]; [angesichte 1]; [aengesicht. 1]; [aenge-sicht 1]; [aenghesichte 17]; [aen-gesichte 3]
aanzichten	ADJ	64	0	58	0	4	2	[aen-gesicht 2]; [aen-gesichte 1]; [aenghesichte 60]; [aen-gesich 1]
aanzien	NEPER	35	3	0	4	2	26	[aen-sagh 1]; [aenghesien 1]; [Ahazia 23]; [Ansiet 1]; [aensien 5]; [aen-siet 1]; [aensach 1]; [aensagh 2]
aanzien	NEOTHER	10	0	0	0	0	10	[Ahazia 10]
aanzien	NOU	804	41	38	40	56	629	[aensien. 2]; [aensie 23]; [aensiet 1]; [aanzien 1]; [ansach 4]; [aensiene 1]; [Aensiet 2]; [Aen-siet 1]; [aen-sagh 1]; [aen-sien 26]; [ansiet 2]; [aen-sie 2]; [anegesien 1]; [Ahazia 6]; [aensiens 8]; [aengesien 1]; [aensien 711]; [aen-sagen 1]; [aensach 2]; [Aensien 1]; [aensagh 7]
aanzien	NELOC	22	0	0	0	1	21	[Ahazia 21]; [aensien 1]
aanzien	VRB	701	74	112	241	90	184	[aensien. 4]; [aegesien 1]; [aensie 1]; [aensiende 46]; [aensiet 106]; [aensagen 7]; [ansach 3]; [aensiene 4]; [Aensiet 15]; [aen-sagh 2]; [ansiende 1]; [aen-sien 31]; [aenghesien 85]; [aensiens 1]; [aengesien 13]; [aensaghen 12]; [AEnghesien 2]; [aensien 288]; [aen-gesien 12]; [aensach. 1]; [aen-sagen 1]; [ansaghen 2]; [aen-siet 7]; [anesachen 1]; [aensach 30]; [aensiedt 1]; [Aenghesien 18]; [aensagh 6]
aanzienlijk	ADJ	74	0	0	1	3	70	[aanzienlijk 1]; [aensienlijck 1]; [aensienlijcke 1]; [aensienelick 2]; [aensienelijcke 1]; [aensienlicken 4]; [aensienlick 23]; [aensienlickste 8]; [aensienelicke 2]; [aensienelickste 4]; [aensienlicke 26]; [aensienlicker 1]
aanzitten	VRB	35	0	7	0	2	26	[aensit 4]; [aensittende 3]; [aensat 1]; [aengeseten 2]; [aensitten 13]; [aen-sit 1]; [aensaten 10]; [aen-sitten 1]
aanzoeken	VRB	12	0	1	2	1	8	[aensoeckt 1]; [aensoecken 2]; [aensochte 1]; [aenghesocht 2]; [aensoect 1]; [aengesocht 5]
aanzweren	NOU	39	0	0	0	19	20	[Ahasveros 35]; [Ahasveri 4]
aanzweren	NEPER	33	0	0	0	14	19	[Ahasverus 2]; [Ahasveros 31]
aapje	NEPER	14	3	4	4	1	2	[asabias 2]; [asobias 1]; [Asebias 1]; [Hasabja 1]; [Hasabias 6]; [HasabIa 3]
aapje	NELOC	50	0	13	1	18	18	[Hasabenja 1]; [Hasabia 9]; [Hasabenia 3]; [Hasabja 28]; [HasabIa 5]; [Hasabneja 3]; [Abja 1]
aard	NOU	223	0	58	5	67	93	[aert 171]; [aerd 1]; [aerdt 43]; [aerdsch 6]; [Aerdt 1]; [aerdts 1]
aard	NEPER	33	1	4	2	15	11	[Aert 7]; [Aart 2]; [aert 24]
aardbeving	NOU	110	5	25	16	24	40	[aertbeuings 1]; [Aerdbeuinghe 1]; [aertbevinge 1]; [aerdbevinge 17]; [aerdbeevinge 1]; [Aertbeuinghen 2]; [Aerdtbeuinghe 2]; [aerd-bevinge 13]; [aerd-bevingen 3]; [aertbeuinge 1]; [Aertbeuinge 5]; [eertbeuinghen 1]; [aerdtbevinge 14]; [Aerd-bevinge 7]; [aert-bevinge 1]; [Aertbevinge 1]; [aerdtbevinge. 1]; [aertbevingen 1]; [eertbeuinghe 2]; [aertbeuinghen 7]; [aertbeuinghe 10]; [Aertbeuinghe 10]; [aerdbevings 1]; [aerdbevingen 4]; [Aerdtbeuinge 1]; [aerdbeuings 2]
aardbodem	NOU	232	0	55	0	57	120	[aertbodem 14]; [aerd-bodems 4]; [Aerdbodems 1]; [aerdtbodems 10]; [aerdbodem 46]; [aerdtbodem 31]; [aertbodems 8]; [aerdbodem. 1]; [aerd-bodem 44]; [Aerdtbodem 18]; [Aertbodem 23]; [Aerd-bodems 1]; [Aerd-bodem 3]; [Aertbodems 2]; [aerdbodems 12]; [Aerdbodem 9]; [Aerdtboden 1]; [Aerdtbodems 4]
aarde	NOU	5416	690	1056	819	967	1884	[aerdische 1]; [eerdese 1]; [Aerde. 1]; [eerden 295]; [aerden 1392]; [aer-de 1]; [aerdes 1]; [eerde 21]; [Aerde 523]; [Aerden 884]; [aerde. 21]; [aerdeu 2]; [aerde 2273]
aarde	CON_ART	44	1	2	36	2	3	[eerde 40]; [eerden 4]
aarde	NEPER	116	24	14	37	5	36	[eerden 31]; [aerden 38]; [Aerde 4]; [Aerden 11]; [aerde. 1]; [aerde 31]
aarde	NELOC	18	0	10	3	5	0	[Aerden 10]; [eerden 3]; [Aerde 5]
aarde	ADJ	216	1	1	210	1	3	[eerde 205]; [eerden 10]; [Eerde 1]
aarden	NOU	31	23	2	0	1	5	[aerdene 1]; [aerden. 24]; [aerdenen 4]; [Aerdenen 1]; [Aerden. 1]
aarden	VRB	67	1	35	2	22	7	[geaerdt 1]; [aert 1]; [aerdt 8]; [Aerde 50]; [Aerden 4]; [gheaert 2]; [aerde 1]
aarden	ADJ	49	4	21	1	10	13	[aerdene 5]; [eertste 1]; [Aerde 41]; [Aerden 1]; [aerde 1]
aardig	ADJ	11	1	1	0	2	7	[aerdighe 1]; [aerdigh 2]; [aardig 1]; [aerdige 7]
aardiglijk	ADJ	18	0	8	0	0	10	[aerdighlick 3]; [neerstighlick 7]; [neerstichlick 8]
aardrijk	NOU	228	19	27	79	11	92	[eertrijcs 3]; [aertrijcke 6]; [aerdtrijcks 16]; [aertrike 6]; [aertrijcks 12]; [aerdrijck 10]; [aerd-rijcks 1]; [aertrijc 17]; [eertrijc 6]; [aerdrijcks 1]; [eertrijck 7]; [aerdtrijck 32]; [aertrike. 2]; [Aertrijcx 1]; [aertrijcs 9]; [aert-rijck 1]; [Aertrijck 11]; [aerdrijcx 1]; [aertrijck 66]; [aerd-rijck 5]; [Aerdtrijck 12]; [Aertrijcks 1]; [Aertrijcke 2]
aardrijk	NELOC	18	0	2	16	0	0	[eertrijcke 1]; [eertrijc 1]; [eertrijck 14]; [Aertrijck 1]; [Aerdtrijck 1]
aardrijk	NEPER	18	13	1	2	1	1	[aertrijcke 1]; [aertrike 11]; [aertrijc 1]; [Aertrike 1]; [aertrijck 2]; [aerd-rijck 1]; [Aerdtrijck 1]
aardrijk	ADV	14	4	0	5	3	2	[aerdtrijcks 1]; [aertrijcs. 1]; [eertrijck 4]; [aerdtrijck 1]; [aertrijcs 2]; [aertrijck 2]; [aerd-rijck 3]
aardrijk	ADJ	52	2	14	25	9	2	[aertrike 1]; [eertrijcke 2]; [Aerdtrijcke 10]; [aertrijke 1]; [eertrijck 22]; [aertrijck. 1]; [aert-rijck 1]; [aertrijck 2]; [aerd-rijck 8]; [Aerdtrijck 1]; [Aertrijcke 3]
aards	ADJ	110	2	9	0	19	80	[aerdtsch 4]; [aerdtsche 43]; [aertsch 2]; [Aerdtsche 2]; [saerdzen 1]; [aerdsch 7]; [Aertsch 4]; [aerdsche 45]; [aerdscher 1]; [aertschen 1]
aards	NOU	16	2	3	2	3	6	[aerdtsch 1]; [Aertschen 1]; [aerdtschen 3]; [Aerdtschen 1]; [eertscher 2]; [Ertzhoeren 1]; [aertschen 1]; [aerts-hoere 1]; [aerdschen 4]; [saerdze 1]
aartsschenker	NOU	20	0	4	0	16	0	[Aerts-schencker 3]; [Ertzschenckers 2]; [Ertzschencker 2]; [Aertz-schencker 9]; [Aerts-schenckers 2]; [Aertz-schenckers 2]
aasje	NEPER	14	0	9	1	3	1	[Ahasia 11]; [Ahazi 1]; [Ahazias 1]; [Asasja 1]
aasje	NEOTHER	66	0	40	0	25	1	[Asasja 1]; [Ahasia 57]; [AHasia 1]; [Asasia 3]; [Ahasja 4]
aasje	NELOC	26	0	8	0	17	1	[Ahasia 21]; [Ahasja 5]
abacus	NOU	23	5	10	1	7	0	[abbacuc 5]; [Habacuc 8]; [Habacucs 3]; [Abacuc. 2]; [Abacuc 4]; [Habacuc. 1]
abacus	NEPER	38	5	20	7	6	0	[abbacuc 2]; [Habacuc 18]; [HABACUC 1]; [Habacucs 2]; [Abacuc. 2]; [HABACVC 1]; [Abbacuc 3]; [Abacuc 5]; [Habacuc. 4]
abdij	NOU	48	3	16	7	8	14	[hebdij 1]; [hebdy 4]; [Abednego 12]; [Abdie 1]; [abdi. 2]; [abdye 1]; [AbedNego 19]; [Abdi 6]; [abdijen 1]; [Abdi. 1]
abdij	VRB	49	0	0	48	0	1	[hebdy 49]
abdij	NEPER	54	12	11	17	7	7	[ABdias 1]; [abdias 5]; [Abdiel 2]; [Abednego 7]; [Abdie 1]; [abdyas 1]; [Hebdy 1]; [abdie 1]; [AbedNego 3]; [abdenego 1]; [abdihel 1]; [Abdi 6]; [Abdias. 1]; [Abdin 1]; [Abdias 22]
abdij	NELOC	14	0	3	1	4	6	[Abed-Nego 1]; [hebdy 1]; [Abednego 8]; [AbedNego 3]; [Habdi 1]
abeel	NELOC	31	27	1	0	0	3	[absalon 16]; [ABsalon 1]; [absolon 10]; [Abilene 2]; [Absolon 2]
abeel	NOU	44	20	5	12	3	4	[Abisue 5]; [absalons 5]; [absalon 2]; [abisue 2]; [abiu 6]; [Abihu 8]; [abeel 3]; [abeelen 2]; [absolon 3]; [Abilene 2]; [absolon. 1]; [Abisei 1]; [Abiu 3]; [Abeelen 1]
abeel	NEPER	101	50	12	13	8	18	[Abisue 2]; [absalons 2]; [Abi-els 1]; [absalon 35]; [Abilenen 1]; [abisue 1]; [Abihu 21]; [abeel 4]; [abiahel 1]; [absolon 7]; [Abilene 4]; [Absolon 1]; [Abiu 9]; [Absalon 9]; [Absalons 2]; [abessalon 1]
abeel	ADV	31	4	7	2	5	13	[Abiu 2]; [absalon 1]; [Abihu 25]; [absolon 3]
abel	ADV	67	1	13	13	10	30	[Abel. 1]; [Asbal 1]; [Abel 60]; [Asbel 2]; [Abela 1]; [Abels 2]
abel	NEPER	74	9	17	5	14	29	[Abiel 3]; [Habels 3]; [abel 5]; [abiel 1]; [Habel 41]; [Abel 7]; [AbiEl 2]; [abaala 1]; [Asbel 4]; [Abilena 1]; [asbal 1]; [abela 1]; [Abels 4]
abel	NOU	25	5	3	6	2	9	[Apol. 1]; [Habels 1]; [nablen 3]; [abel. 2]; [asbel. 1]; [Asbel 3]; [Apelles 3]; [abela 2]; [Abels 9]
about	NEPER	68	4	14	12	14	24	[naboth 2]; [Naboth 65]; [Aboth 1]
about	NOU	19	5	7	1	3	3	[naboth 5]; [Naboth 14]
abraham	NEPER	1739	157	299	230	335	718	[Abraham 1103]; [abrahams. 1]; [abraham. 4]; [Abraaham 1]; [Abraham. 2]; [Abrahammen 1]; [abraham 93]; [Abrahasm 1]; [Abrahams. 2]; [abra-ham 1]; [ABraham 2]; [abrahams 42]; [Abrahams 486]
abuis	NEPER	26	3	9	8	4	2	[Abihezer 1]; [Abbinus 1]; [Abisus 1]; [abiezer 2]; [Abieser 7]; [Sabus 2]; [abieser 1]; [AbiEser 2]; [Abi-Eser 1]; [Abiezer 8]
abundant	NEPER	23	4	5	4	4	6	[Abidan 19]; [abidan 4]
abuseren	ADP	10	8	0	2	0	0	[nabusardan 6]; [nabuserdan 1]; [nabuzardan 1]; [Nabuzardan 2]
abuseren	NOU	11	2	2	2	2	3	[Abisur 8]; [abisur 2]; [Nabuzardan 1]
abuseren	NEPER	16	2	1	11	0	2	[Abisahar 1]; [Abi-Ezriten 1]; [Abi-Ezriter 1]; [nabusardan 2]; [Nabuzardan 11]
abysay	NOU	12	12	0	0	0	0	[abysay 12]
accorderen	VRB	16	0	0	6	1	9	[accordeeren 1]; [accordeerde 1]; [accorderen 3]; [gheaccordeert 1]; [geaccordeert 1]; [accordeerden 1]; [accordeerende 2]; [accordeert 5]; [accorderende 1]
accres	NOU	299	0	28	0	14	257	[Eccles. 298]; [Ecclesi 1]
accres	NEPER	13	0	5	0	0	8	[Eccles. 10]; [Eccles 3]
accres	ADJ	25	0	1	0	1	23	[Eccles. 25]
acht	NOU	141	11	24	3	34	69	[acht 127]; [achthien 2]; [achts 1]; [achsten 4]; [achte 2]; [ACht 2]; [achten 1]; [achthiene 1]; [acht. 1]
acht	NUM	848	94	174	102	180	298	[achthie 1]; [acht 610]; [achsten 18]; [achte 9]; [ACht 1]; [achten 195]; [Acht 14]
achten	VRB	647	50	112	106	105	274	[achtte 6]; [achtens 2]; [geiaecht 2]; [Achtt 1]; [acht 6]; [ge-acht 1]; [geachtet 20]; [geachtt 14]; [achteden 12]; [achtiende 2]; [achtede 16]; [gheacht. 2]; [achtienste 1]; [gheacht 134]; [achte 104]; [achtien. 1]; [gheiaecht 5]; [achten 69]; [gheiaghet 1]; [achthiene 1]; [Achtende 3]; [achtten 2]; [achtt 4]; [geacht 201]; [gheachet 1]; [achtende 36]
achten	NOU	60	8	11	7	15	19	[achtiensten 2]; [ghesacht. 1]; [achthienden 5]; [achtens 3]; [ge-acht 2]; [achtent 1]; [geachtt 2]; [achteden 5]; [achtiende 24]; [achtede 5]; [achtienste 2]; [achste. 1]; [achthiende 2]; [achtt 1]; [achthienste 4]
achten	NUM	54	5	24	12	3	10	[achthienden 2]; [achteden 4]; [achtiende 6]; [achtede 10]; [achthien 22]; [achtienden 9]; [Achthien 1]
achten	ADJ	21	3	5	7	1	5	[achtiende 1]; [achthiensten 1]; [achtede 2]; [achtienste 2]; [gheacht 1]; [achte 3]; [Achtetse 1]; [geacht 4]; [achthienste 6]
achtendertig	NUM	10	0	0	4	6	0	[acht-en-dertigh 5]; [acht-en-dertig 1]; [achtendertich 4]
achtentwintig	NUM	27	0	0	15	11	1	[achtentwintich 15]; [acht-en-twintigh 12]
achtenveertig	NUM	10	0	0	5	4	1	[achtenveertich 5]; [acht-en-veertigh 5]
achter	ADV	71	7	9	5	20	30	[achter 71]
achter	NOU	234	25	41	44	33	91	[achster 4]; [Achter 1]; [achters 2]; [after 1]; [achter 226]
achter	ADP	571	70	88	76	103	234	[after 2]; [achter 560]; [Achter 9]
achter	VRB	173	35	28	32	29	49	[achter 173]
achterblijven	VRB	10	1	0	6	0	3	[achterblijuende 1]; [achterbleuen 3]; [achterghebleuen 2]; [achterblijuen 1]; [achterblijven 1]; [achtergeblevenen 1]; [achtergebleven 1]
achterdeel	NOU	11	1	5	2	1	2	[achter-deelen 1]; [achterdele 1]; [achterdeele 5]; [achterdeelen 2]; [achterdeel 2]
achterdenken	NOU	11	0	1	0	1	9	[achterdenckinge 1]; [achterdencken 10]
achterdenken	VRB	18	0	0	0	2	16	[achter-dencken 2]; [achterdencken 16]
achteren	ADV	27	0	0	0	7	20	[achteren 27]
achterhalen	VRB	76	0	2	14	17	43	[achterhaelde 3]; [achterhale 3]; [achter-halen 6]; [achter-haelden 1]; [achterhaelt 26]; [achterhaelden 5]; [achterhalen 25]; [achter-hale 2]; [achter-haelde 1]; [achterhalende 1]; [achterhaeldese 1]; [achter-haelt 2]
achterhoede	NOU	14	0	10	0	0	4	[achterhoedts 1]; [achterhoede 12]; [Achterhoede 1]
achterklap	NOU	23	1	3	3	2	14	[achterclap 4]; [achter-klap 2]; [Achterklap 5]; [achterklap 10]; [achterklaps 1]; [Achterclap 1]
achterklappen	VRB	14	0	5	0	6	3	[achterklapt 5]; [achterklappen 3]; [achter-klapt 3]; [achterclapt 1]; [achter-klappen 2]
achterklapper	NOU	41	0	11	3	13	14	[Achterklappers 2]; [achter-klappers 5]; [achterklapper 15]; [achterklappers 8]; [achterclapper 2]; [achter-klapper 8]; [achterclappers 1]
achterlage	NOU	45	0	3	0	20	22	[achterlaghe 2]; [achterlage 23]; [achter-lage 20]
achterlaten	VRB	72	5	7	55	4	1	[achtergelaten 1]; [achter-gelaten 3]; [achterlatende 18]; [achter-laten 1]; [achterlaet 3]; [achterghelaten 31]; [achterlaten 15]
achterlaten	NOU	13	0	0	12	1	0	[achterghelaten 12]; [achter-gelaten 1]
achterst	ADJ	54	27	0	5	4	18	[achtersten 16]; [achterste 38]
achterst	NUM	84	38	0	13	2	31	[Achterste 1]; [achterste 83]
achterst	NOU	34	27	2	2	0	3	[achtersten 27]; [achterste 7]
achtertocht	NOU	11	0	0	0	0	11	[Achtertocht 1]; [achtertocht 10]
achtervolgen	VRB	27	2	6	2	1	16	[achteruolchden 1]; [achteruolghende 5]; [achtervolgen 5]; [achtervolghden 1]; [achtervolght 9]; [achteruolghen 1]; [achteruolcht 3]; [achtervolgende 1]; [achtervolgden 1]
achtervolgende	ADJ	24	0	0	0	0	24	[achtervolgende 16]; [Achtervolgende 8]
achtervolgens	ADV	49	0	0	0	10	39	[achter-volgens 5]; [Achtervolgens 1]; [AChter-volgens 1]; [achtervolgens 42]
achterwaarts	ADV	139	21	6	44	16	52	[Achterwaerts 3]; [achterwaert 28]; [achterwaerder 1]; [achterwaerts 107]
achterwacht	NOU	12	0	11	0	0	1	[achterwacht 9]; [achterwachte 3]
achthonderd	NUM	28	4	9	7	8	0	[acht-hondert 7]; [800 1]; [achthondert 20]
achting	NOU	97	0	33	0	1	63	[achtinghe 25]; [achtinge 72]
achtste	ADJ	93	3	17	28	13	32	[achtste 49]; [achtensten 1]; [angst-stede 1]; [achtsten 41]; [achtenste 1]
achtste	NOU	92	6	13	7	29	37	[achtste 19]; [achtensten 2]; [achtest 2]; [achtsten 63]; [achtster 6]
achttien	NUM	104	20	12	11	22	39	[achtien 92]; [acht-tien 2]; [achttien 3]; [Achtien 4]; [achtiene 3]
acne	NEPER	11	2	4	0	4	1	[Askenaz 1]; [Ascenas 6]; [Askenas 2]; [ascenez 2]
actor	ADJ	2630	0	4	0	54	2572	[Actor. 2604]; [Actor 26]
actor	NOU	208	1	0	0	6	201	[accoron 1]; [asch-toren 1]; [Actor. 194]; [Actor 12]
actuaris	NOU	11	11	0	0	0	0	[sanctuarij 1]; [sanctuarijs 2]; [sanctuari 7]; [sanctuarijs. 1]
adam	NOU	103	1	17	13	24	48	[Adams 39]; [ADam 2]; [Adam 59]; [Adammen 1]; [ADAM 2]
adam	NELOC	24	0	4	2	3	15	[Adam 24]
adam	ADJ	11	1	4	0	1	5	[Adams 7]; [Adam 2]; [Adami 1]; [ADam 1]
adam	NEPER	258	37	46	42	41	92	[adami 1]; [Adams 27]; [ADam 2]; [Hothams 2]; [adams 10]; [adam 25]; [Adam 190]; [Adami 1]
adamant	NOU	36	2	6	7	10	11	[Adama 32]; [Adamant 1]; [adamant 3]
adat	NEPER	78	12	19	6	14	27	[Hadadeser 1]; [Hadad-eser 3]; [Hadad-Eser 3]; [Hadad-Ezer 3]; [adadeser 5]; [Asdoth 3]; [HadadEser 10]; [Hathath 5]; [Astath 1]; [Hadads 2]; [Asedoth 3]; [ada 4]; [Adad 1]; [Hadadezer 4]; [adadezer 3]; [Ada 14]; [Hadad 11]; [HadadEzer 2]
adat	INT	12	1	1	1	3	6	[Adna 4]; [Adah 1]; [Adnah 1]; [ada 1]; [Ada 5]
adat	NELOC	13	0	4	0	7	2	[aetate 1]; [Hadad-Eser 2]; [HadadEser 1]; [Ada 1]; [Hadad 8]
adat	ADV	31	3	8	5	8	7	[Adna 9]; [adads 1]; [Adad 1]; [adadezer 1]; [Ada 18]; [adade-zer 1]
adat	NOU	46	8	13	6	10	9	[Atads 2]; [Hadad-Eser 1]; [Hadad-Ezer 1]; [Asdoth 1]; [HadadEser 4]; [Asdad 1]; [Atad 4]; [adad 2]; [ada 1]; [Adad 6]; [athat 1]; [adadezer 4]; [Hadad 17]; [HadadEzer 1]
adat	VRB	34	11	7	7	7	2	[Adad 6]; [Hadad 17]; [adad 10]; [addad 1]
adder	NOU	23	3	0	1	4	15	[addur 1]; [Adder. 1]; [Addar 1]; [adedesers 1]; [adder 17]; [addir 1]; [Adder 1]
adderen	VRB	18	0	0	0	8	10	[hand-teren 1]; [adderen 16]; [Adderen 1]
adem	NOU	259	18	62	38	59	82	[adem 244]; [Odem 1]; [handem 1]; [Adem 4]; [aem 1]; [adems 5]; [satum 3]
ader	ADV	102	5	25	27	22	23	[Aters 1]; [Ador 2]; [adar 4]; [ador 1]; [Adar 76]; [Atar 1]; [Adoran 1]; [Adarezer 8]; [aeren 1]; [Ater 7]
ader	NOU	135	23	32	43	14	23	[Aderen 3]; [aderen 62]; [ader 17]; [Adere 1]; [Ader 7]; [Aters 5]; [Ador 3]; [aderen. 1]; [adere 13]; [adar 1]; [Adar 5]; [Adarezer 4]; [Adar-ezer 1]; [Odaren 2]; [aeren 7]; [Ater 3]
aderlaten	VRB	13	0	2	7	4	0	[nederghelaten 6]; [neder-gelaten 3]; [nederlatende 3]; [neder-laten 1]
adie	ADV	13	4	3	1	2	3	[adihel 3]; [Addi 2]; [Adinu 2]; [adyna 1]; [Adina 4]; [Hodijah 1]
adres	NELOC	21	0	7	1	4	9	[Sadrach 17]; [Hadrach 4]
adres	VRB	22	1	7	0	7	7	[adrach 1]; [Sadrach 19]; [Hadrach 2]
advent	NOU	19	0	0	7	12	0	[aduent 2]; [Aduent 5]; [Advents 12]
